,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.18228630385342395,-0.18228630385342395,0.18228630385342395,-0.18228630385342395,-0.18228630385342395,0.18228630385342395,0.18228630385342395,0.18228630385342395,-0.18228630385342395,-0.18228630385342395,0.18228630385342395,0.18228630385342395,-0.18228630385342395,0.18228630385342395,0.18228630385342395
1,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916,-0.051134548893055916
2,0.07035272587192498,-0.07035272587192498,-0.07035272587192498,-0.07035272587192498,-0.07035272587192498,-0.07035272587192498,-0.07035272587192498,-0.07035272587192498,0.07035272587192498,0.07035272587192498,0.07035272587192498,0.07035272587192498,0.07035272587192498,0.07035272587192498,0.07035272587192498
3,0.00479834936875645,-0.00479834936875645,0.00479834936875645,-0.00479834936875645,-0.00479834936875645,0.00479834936875645,-0.00479834936875645,0.00479834936875645,-0.00479834936875645,-0.00479834936875645,-0.00479834936875645,-0.00479834936875645,-0.00479834936875645,-0.00479834936875645,-0.00479834936875645
4,-0.027186298273179643,0.027186298273179643,-0.027186298273179643,0.027186298273179643,-0.027186298273179643,0.027186298273179643,0.027186298273179643,0.027186298273179643,0.027186298273179643,-0.027186298273179643,0.027186298273179643,0.027186298273179643,0.027186298273179643,0.027186298273179643,-0.027186298273179643
5,0.05597984871686945,0.05597984871686945,-0.05597984871686945,-0.05597984871686945,-0.05597984871686945,-0.05597984871686945,-0.05597984871686945,0.05597984871686945,-0.05597984871686945,0.05597984871686945,-0.05597984871686945,-0.05597984871686945,-0.05597984871686945,-0.05597984871686945,0.05597984871686945
6,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
7,0.09123431042672436,0.09123431042672436,0.09123431042672436,0.09123431042672436,-0.09123431042672436,0.09123431042672436,0.09123431042672436,-0.09123431042672436,0.09123431042672436,0.09123431042672436,0.09123431042672436,0.09123431042672436,0.09123431042672436,0.09123431042672436,0.09123431042672436
8,0.03842459221146122,0.03842459221146122,0.03842459221146122,-0.03842459221146122,-0.03842459221146122,0.03842459221146122,-0.03842459221146122,0.03842459221146122,-0.03842459221146122,-0.03842459221146122,0.03842459221146122,0.03842459221146122,0.03842459221146122,0.03842459221146122,0.03842459221146122
9,-0.01600589020175347,-0.01600589020175347,0.01600589020175347,-0.01600589020175347,0.01600589020175347,0.01600589020175347,0.01600589020175347,0.01600589020175347,0.01600589020175347,-0.01600589020175347,0.01600589020175347,0.01600589020175347,0.01600589020175347,0.01600589020175347,0.01600589020175347
